sentence,sentence_id,cue_span,scope_span,target
"We have demonstrated that native envelope glycoproteins of HIV-1, gp160 can induce activation of the transcription factor, NF-kappa B.",7915519,NaN,NaN,0
Induction of IL-8 expression in T cells uses the CD28 costimulatory pathway.,8077662,NaN,NaN,0
"In seven EBV-B cell clones or lines differing in their capacity to secrete IL-2, the activity of the IL-2 promoter correlated well with the status of IL-2 secretion.",7664781,NaN,NaN,0
"R7-57 reporter cells, on the other hand, signaled induced activity of the lytic origin of EBV replication (ori Lyt).",8385916,NaN,NaN,0
"Since inappropriate activation of kappa B-driven genes has a physiopathologic role in a number of diseases, such as HIV infection, our findings support the possibility of using this cytokine to suppress an undesirable activation of these transcription factors.",8690900,NaN,NaN,0
"Thus, both NF-kappa B-binding complexes are needed for optimal viral transcription.",1946356,NaN,NaN,0
We have therefore investigated the changes in protein kinase C (PKC) activity upon exposure of monocytes to M-CSF.,1883525,NaN,NaN,0
"The sequence between position -42 and -76 base pairs (bp) was required for efficient transcription in cells that express alpha 4, but it showed no activity in HeLa cells, which do not express alpha 4.",8195215/X871.5.1,"[(180, 183)]","[180, 199]",1
Still a more essential rise in the number of receptors is observed in mid-age hypertensive patients than in elderly ones.,1386811,NaN,NaN,0
Activation of T cells is initiated by the recognition of antigen on antigen presenting cells to exert the effector functions in immune and inflammatory responses.,1492121,NaN,NaN,0
"The mechanism by which eosinophil-specific genes encoding primary and secondary granule proteins (e.g. ECP, EDN, EPO, MBP, and CLC) are expressed and regulated during eosinophilopoiesis is also unknown.",8492451,NaN,NaN,0
Tissue factor (TF) expression by cells of monocyte/macrophage lineage represents an important mechanism underlying the initiation of fibrin deposition at sites of extravascular inflammation.,7849291,NaN,NaN,0
Electrophoretic mobility shift assay analysis showed that Tax increased the DNA binding activity of both Sp1 and NGFI-A/Egr-1 using a TRE1 probe.,9341193,NaN,NaN,0
"Further Northern analyses indicated that there was no significant change in 17beta-HSD IV or DNA-PK(CS) mRNA levels following treatment with 1,25(OH)2D3, although expression of both genes varied with changes in cell proliferation.",9783909/X1207.9.1,"[(51, 53)]","[51, 152]",1
"The differentiation of naive T-helper (Th) cells into cytokine-secreting effector Th cells requires exposure to multiple signals, including exogenous cytokines.",9845517,NaN,NaN,0
"Finally, we demonstrate that a failure to degrade IkappaB-alpha in cytosols of TNF-treated T cells pretreated with PAO is due to its interference with the phosphorylation of IkappaB-alpha and not due to its inhibitory effect on proteasomal degradation.",10197731/X544.7.2,"[(31, 38)]","[31, 118]",1
These findings demonstrate differential lineage requirements for expression within the HS I element.,10331989,NaN,NaN,0
They act at a point in activation that lies between receptor ligation and the transcription of early genes.,1374612,NaN,NaN,0
Thyroid hormone (T3) alone caused similar but weaker effects.,1347914,NaN,NaN,0
Protein kinase C-zeta mediates NF-kappa B activation in human immunodeficiency virus-infected monocytes.,8523529,NaN,NaN,0
Distinctive gene expression patterns in human mammary epithelial cells and breast cancers.,10430922,NaN,NaN,0
These results indicate that the functional activity of ligands built from the binding site of G28-5 is highly dependent upon the size and physical properties of the molecule both in solution and on the cell surfaces.,9419430,NaN,NaN,0
This suggests that NF-kappa B expression may be necessary for the maintenance of the malignant phenotype and provides a therapeutic approach for HTLV-I-associated disease.,1299224,NaN,NaN,0
"Our unexpected observations of paternal or biallelic expression of WT1 in fibroblasts and lymphocytes, together with the previous findings of maternal or biallelic expression in placentae and brains, suggest that the allele-specific regulatory system of WT1 is unique and may be controlled by a putative tissue- and individual-specific modifier.",9361029,NaN,NaN,0
"In contrast, engagement of the TCR by class II MHC/superantigen, either with or without CD28 ligation, resulted in the induction of NF-AT, AP-1, and NF-kappaB as well as IL-2 production.",8871623/X953.6.1,"[(80, 87)]","[80, 101]",1
Characterization of the nuclear and cytoplasmic components of the lymphoid-specific nuclear factor of activated T cells (NF-AT) complex.,8428966,NaN,NaN,0
"The present study examined the effect of ADT pretreatment on NF-kappa B activation in response to a variety of stimuli such as H2O2, phorbol myristate acetate (PMA) or tumor necrosis factor alpha (TNF alpha).",8573121,NaN,NaN,0
"Although the assay involves the dramatic loss of red cell production, it should be possible to define important regulatory domains that can then be assayed using less stringent systems, such as cell-free extracts for in vitro transcription.",8424101,NaN,NaN,0
"Although NF-AT has not been cloned or purified, there is evidence that it is a major target for immunosuppression by cyclosporin A (CsA) and FK506 (refs 2-7).",1533441/X129.3.2,"[(19, 22)]","[9, 46]",1
We previously suggested that the measurement of corticosteroid receptors in lymphocytes is an index of an analogous pattern in brain.,8959239,NaN,NaN,0
Constructs were stably transfected into murine erythroleukemia cells and promoter chromatin structure and gene expression were analyzed.,10349513,NaN,NaN,0
Regulation of c-jun mRNA expression by hydroxyurea in human K562 cells during erythroid differentiation [published erratum appears in Biochim Biophys Acta 1995 Dec 27;1264(3):409],7640302,NaN,NaN,0
"saturating amounts of the inhibitory I kappa B-alpha protein are destroyed upon stimulation, allowing rapid activation of NF-kappa B.",8460169,NaN,NaN,0
The dimerization domain of KBF1/p50 is contained between amino acids 201 and 367.,1675604,NaN,NaN,0
Certain interactions between TBP and general factors that are specifically required for acidic activation domains were also required for CIITA-mediated transactivation to reach its full potential.,9177216,NaN,NaN,0
"Extracellular-regulated kinase 1/2, Jun N-terminal kinase, and c-Jun are involved in NF-kappa B-dependent IL-6 expression in human monocytes.",10202034,NaN,NaN,0
Cells that have been transformed by viruses or oncogenes can persist only if they manage to avoid destruction by the apoptotic mechanisms that are activated on transformation and that contribute to maintain cellular homeostasis.,10377411,NaN,NaN,0
There is increasing evidence that IFN-alpha has an important role in T-cell biology.,10068671,NaN,NaN,0
Immunoprecipitation experiments failed to demonstrate an association between nuclear I(kappa)B(alpha) and NF-kappaB proteins.,10102628/X538.9.1,"[(32, 38)]","[32, 124]",1
"in the absence of tyrosine kinase activity, AP-1-dependent transcription is enhanced.",8702466,NaN,NaN,0
Tyloxapol also reduces the viscosity of CF sputum (from 463 ± 133 to 128 ± 52 centipoise).,8810619,NaN,NaN,0
"Vitamin D3- and retinoic acid-induced monocytic differentiation: interactions between the endogenous vitamin D3 receptor, retinoic acid receptors, and retinoid X receptors in U-937 cells.",8877104,NaN,NaN,0
These cellular gene regulatory molecules induced with anti-Ig may cooperatively play an important part in achieving efficient EBV activation as seen with anti-Ig treatment in B cells.,8291228,NaN,NaN,0
"The integrin alpha 4 beta 1 can provide a costimulus to induce IL-2 secretion and IL-2R expression leading to enhanced proliferation of purified, peripheral blood T cells.",8757316,NaN,NaN,0
"Although monocytic cells can provide a reservoir for viral production in vivo, their regulation of human immunodeficiency virus type 1 (HIV-1) transcription can be either latent, restricted, or productive.",1946356,NaN,NaN,0
Stimulation of the latently HIV-infected myelomonocytic cell line OM-10.1 with C. neoformans and C. albicans in the presence of pooled human serum caused a ratio-dependent increase in HIV production.,9237716,NaN,NaN,0
"The ras-transformed lymphocytes displayed a fully functional IL-2r, as assessed by c-fos induction following treatment with IL-2; nevertheless, they were not growth stimulated by this lymphokine.",8423993/X201.6.1,"[(154, 157)]","[144, 194]",1
"Because the binding site showed some sequence similarity with the nuclear factor of activated T cells (NFAT) binding site, we compared the kinetics of induction of the two binding complexes and the molecular masses of the two proteins.",8628306,NaN,NaN,0
NF-kappa B is involved in the transcriptional control of various genes that act as extrinsic and intrinsic survival factors for T cells.,10395645,NaN,NaN,0
IL-10 also activated Stat5 in Ba/F3 cells that stably expressed the murine IL-10 receptor.,8910398,NaN,NaN,0
"We have now investigated the effect of oxLDLs on blast differentiation, on IL-2 synthesis and on the activation of the nuclear factor kappaB (NF-kappaB) system in activated lymphocytes.",9882624,NaN,NaN,0
"These data suggest that interferon regulatory factor 1 not only triggers the activation of the interferon signal transduction pathway, but also may play a role in limiting the duration of this response by activating the transcription of IRF-2.",8106512,NaN,NaN,0
Primer extension and nuclease S1 protection analysis revealed two major transcription initiation sites.,8973354,NaN,NaN,0
Yet phorbol ester alone or calcium ionophore alone produce several lymphokines.,1492121,NaN,NaN,0
SR patients had two distinguishable GR binding abnormalities:,8282803,NaN,NaN,0
Epitope enhancement was used to confirm the strict lineage- and stage-specific expression of MNDA in bone marrow as well as in other paraffin-embedded fixed tissues.,9136080,NaN,NaN,0
Both r-hTBP-1 and rhu TNFR:Fc blocked PMA induction of nuclear factor (NK)- kappa B DNA-binding activity in U1 cells in association with decreases in HIV-1 replication.,8605587,NaN,NaN,0
Tumor necrosis factor alpha (TNFalpha) is a pluripotent activator of inflammation by inducing a proinflammatory cytokine cascade.,10477716,NaN,NaN,0
These results suggest that tyrosine phosphorylation of I kappa B alpha during hypoxia is an important proximal step which precedes its dissociation and degradation from NF-kappa B.,8137243,NaN,NaN,0
Costimulation of phytohemagglutinin/anti-CD28 activated T lymphocytes with IL-7 induces a fivefold enhanced IL-2-mRNA accumulation and a 2.5-fold enhanced protein secretion.,9326236,NaN,NaN,0
"Consistent with these differences, we have previously demonstrated that the enhancer/promoter region of HIV-2 functions quite differently from that of HIV-1.",7609053,NaN,NaN,0
Regulation of the beta-globin locus.,8504248,NaN,NaN,0
We analyzed the activation of STATs in primary human T and NK cells by a variety of specific cytokines.,9715265,NaN,NaN,0
